# FFI Unit Definitions
# Format: discriminant,dimension,name,symbol,ratio[,rust_type]
# Discriminant encoding: DSSCC where D=dimension (1 digit), SS=system (2 digits), CC=counter (2 digits)
# Ratio is the conversion factor to the canonical unit for that dimension
# Canonical units: Meter (Length), Second (Time), Radian (Angle), Gram (Mass), Watt (Power)
# rust_type (optional 6th field): Rust quantity type path for auto-generating From/TryFrom impls

# Length units (1xxxx): 100xx=SI, 110xx=Astronomical, 120xx=Imperial, 130xx=Nautical, 150xx=Nominal
31003,Angle,Arcminute,′,0.0002908882086657216,qtty::angular::Arcminutes
31004,Angle,Degree,°,0.017453292519943295,qtty::angular::Degrees
32000,Angle,Gradian,gon,0.015707963267948967,qtty::angular::Gradians
32001,Angle,Turn,tr,std::f64::consts::TAU,qtty::angular::Turns
32002,Angle,HourAngle,ʰ,0.2617993877991494,qtty::angular::HourAngles
# Mass units (4xxxx): 400xx=SI, 410xx=Imperial, 420xx=Special
40000,Mass,Yoctogram,yg,1e-24,qtty::mass::Yoctograms
40001,Mass,Zeptogram,zg,1e-21,qtty::mass::Zeptograms
40002,Mass,Attogram,ag,1e-18,qtty::mass::Attograms
40003,Mass,Femtogram,fg,1e-15,qtty::mass::Femtograms
40004,Mass,Picogram,pg,1e-12,qtty::mass::Picograms
40005,Mass,Nanogram,ng,1e-9,qtty::mass::Nanograms
40006,Mass,Microgram,µg,1e-6,qtty::mass::Micrograms
40007,Mass,Milligram,mg,0.001,qtty::mass::Milligrams
40008,Mass,Centigram,cg,0.01,qtty::mass::Centigrams
40009,Mass,Decigram,dg,0.1,qtty::mass::Decigrams
40010,Mass,Gram,g,1.0,qtty::mass::Grams
40011,Mass,Decagram,dag,10.0,qtty::mass::Decagrams
40012,Mass,Hectogram,hg,100.0,qtty::mass::Hectograms
40013,Mass,Kilogram,kg,1000.0,qtty::mass::Kilograms
40014,Mass,Megagram,Mg,1e6,qtty::mass::Megagrams
40015,Mass,Gigagram,Gg,1e9,qtty::mass::Gigagrams
40016,Mass,Teragram,Tg,1e12,qtty::mass::Teragrams
40017,Mass,Petagram,Pg,1e15,qtty::mass::Petagrams
40018,Mass,Exagram,Eg,1e18,qtty::mass::Exagrams
40019,Mass,Zettagram,Zg,1e21,qtty::mass::Zettagrams
40020,Mass,Yottagram,Yg,1e24,qtty::mass::Yottagrams
41000,Mass,Grain,gr,0.06479891,qtty::mass::Grains
41001,Mass,Ounce,oz,28.349523125,qtty::mass::Ounces
41002,Mass,Pound,lb,453.59237,qtty::mass::Pounds
41003,Mass,Stone,st,6350.29318,qtty::mass::Stones
41004,Mass,ShortTon,ton,907184.74,qtty::mass::ShortTons
41005,Mass,LongTon,ton_l,1016046.9088,qtty::mass::LongTons
42000,Mass,Carat,ct,0.2,qtty::mass::Carats
42001,Mass,Tonne,t,1e6,qtty::mass::Tonnes
42002,Mass,AtomicMassUnit,u,1.66053906892e-24,qtty::mass::AtomicMassUnits
42003,Mass,SolarMass,M_☉,1.988416e33,qtty::mass::SolarMasses
# Power units (5xxxx): 500xx=SI, 510xx=Other
50000,Power,Yoctowatt,yW,1e-24,qtty::power::Yoctowatts
50001,Power,Zeptowatt,zW,1e-21,qtty::power::Zeptowatts
50002,Power,Attowatt,aW,1e-18,qtty::power::Attowatts
50003,Power,Femtowatt,fW,1e-15,qtty::power::Femtowatts
50004,Power,Picowatt,pW,1e-12,qtty::power::Picowatts
50005,Power,Nanowatt,nW,1e-9,qtty::power::Nanowatts
50006,Power,Microwatt,µW,1e-6,qtty::power::Microwatts
50007,Power,Milliwatt,mW,0.001,qtty::power::Milliwatts
50008,Power,Deciwatt,dW,0.1,qtty::power::Deciwatts
50009,Power,Watt,W,1.0,qtty::power::Watts
50010,Power,Decawatt,daW,10.0,qtty::power::Decawatts
50011,Power,Hectowatt,hW,100.0,qtty::power::Hectowatts
50012,Power,Kilowatt,kW,1000.0,qtty::power::Kilowatts
50013,Power,Megawatt,MW,1e6,qtty::power::Megawatts
50014,Power,Gigawatt,GW,1e9,qtty::power::Gigawatts
50015,Power,Terawatt,TW,1e12,qtty::power::Terawatts
50016,Power,Petawatt,PW,1e15,qtty::power::Petawatts
50017,Power,Exawatt,EW,1e18,qtty::power::Exawatts
50018,Power,Zettawatt,ZW,1e21,qtty::power::Zettawatts
50019,Power,Yottawatt,YW,1e24,qtty::power::Yottawatts
51000,Power,ErgPerSecond,erg/s,1e-7
51001,Power,HorsepowerMetric,PS,735.49875,qtty::power::HorsepowerMetrics
51002,Power,HorsepowerElectric,hp_e,746.0,qtty::power::HorsepowerElectrics
51003,Power,SolarLuminosity,L_☉,3.828e26,qtty::power::SolarLuminosities
